,Composition,Formula,e_above_hull,A_atom,P_atom,R_atom,n_A
2652,Li8 Mn4 Os4 C24 N24,Li8 Mn4 Os4 C24 N24,0.0028601699999999397,Li,Mn,Os,8.0
2653,K8 Mn4 V4 C24 N24,K8 Mn4 V4 C24 N24,0.11553698000000001,K,V,Mn,8.0
2654,Ca3 Fe8 C24 N24,Ca3 Fe8 C24 N24,0.2994661784525423,Ca,Fe,Fe,3.0
2655,Ca1 Co8 C24 N24,Ca1 Co8 C24 N24,0.4185173499999999,Ca,Co,Co,1.0
2656,Na5 Co8 C24 N24,Na5 Co8 C24 N24,0.12850119249999992,Na,Co,Co,5.0
2657,Ca8 Cr4 Co4 C24 N24,Ca8 Cr4 Co4 C24 N24,0.4185173499999999,Ca,Cr,Co,8.0
2658,K8 Cr4 Co4 C24 N24,K8 Cr4 Co4 C24 N24,0.11553698000000001,K,Cr,Co,8.0
2659,,,,,,,
2660,Na8 Cr4 Fe4 C24 N24,Na8 Cr4 Fe4 C24 N24,0.12850119249999992,Na,Cr,Fe,8.0
2661,Na7 Mn4 V4 C24 N24,Na7 Mn4 V4 C24 N24,0.12850119249999992,Na,V,Mn,7.0
2662,,,,,,,
2663,Li8 Cr4 Co4 C24 N24,Li8 Cr4 Co4 C24 N24,0.0028601699999999397,Li,Cr,Co,8.0
2664,Na8 Cr4 Co4 C24 N24,Na8 Cr4 Co4 C24 N24,0.12850119249999992,Na,Cr,Co,8.0
2665,,,,,,,
2666,,,,,,,
2667,Ca8 Co8 C24 N24,Ca8 Co8 C24 N24,0.4185173499999999,Ca,Co,Co,8.0
2668,Mg5 Co8 C24 N24,Mg5 Co8 C24 N24,0.03918191000000015,Mg,Co,Co,5.0
2669,K8 Mn4 Zn4 C24 N24,K8 Mn4 Zn4 C24 N24,0.11553698000000001,K,Zn,Mn,8.0
2670,Mg3 Co8 C24 N24,Mg3 Co8 C24 N24,0.03918191000000015,Mg,Co,Co,3.0
2671,Li7 Mn4 Fe4 C24 N24,Li7 Mn4 Fe4 C24 N24,0.0028601699999999397,Li,Mn,Fe,7.0
2672,,,,,,,
2673,Li3 Fe8 C24 N24,Li3 Fe8 C24 N24,0.0028601699999999397,Li,Fe,Fe,3.0
2674,K5 Mn4 Co4 C24 N24,K5 Mn4 Co4 C24 N24,0.11553698000000001,K,Mn,Co,5.0
2675,Li7 Co8 C24 N24,Li7 Co8 C24 N24,0.0028601699999999397,Li,Co,Co,7.0
2676,Li7 Co4 Os4 C24 N24,Li7 Co4 Os4 C24 N24,0.0028601699999999397,Li,Co,Os,7.0
2677,Ca8 Co4 Os4 C24 N24,Ca8 Co4 Os4 C24 N24,0.4185173499999999,Ca,Co,Os,8.0
2678,,,,,,,
2679,Ca1 Fe8 C24 N24,Ca1 Fe8 C24 N24,0.4185173499999999,Ca,Fe,Fe,1.0
2680,Na1 V4 Zn4 C24 N24,Na1 V4 Zn4 C24 N24,0.12850119249999992,Na,Zn,V,1.0
2681,Mg7 Co4 Os4 C24 N24,Mg7 Co4 Os4 C24 N24,0.03918191000000015,Mg,Co,Os,7.0
2682,Na8 Co8 C24 N24,Na8 Co8 C24 N24,0.12850119249999992,Na,Co,Co,8.0
2683,Ca3 Co8 C24 N24,Ca3 Co8 C24 N24,0.4185173499999999,Ca,Co,Co,3.0
2684,,,,,,,
2685,Mg8 Co4 Os4 C24 N24,Mg8 Co4 Os4 C24 N24,0.03918191000000015,Mg,Co,Os,8.0
2686,Li5 Mn4 Fe4 C24 N24,Li5 Mn4 Fe4 C24 N24,0.0028601699999999397,Li,Mn,Fe,5.0
2687,Na8 Mn4 Fe4 C24 N24,Na8 Mn4 Fe4 C24 N24,0.12850119249999992,Na,Mn,Fe,8.0
2688,,,,,,,
2689,,,,,,,
2690,,,,,,,
2691,K7 Co8 C24 N24,K7 Co8 C24 N24,0.11553698000000001,K,Co,Co,7.0
2692,,,,,,,
2693,K1 Mn4 Co4 C24 N24,K1 Mn4 Co4 C24 N24,0.11553698000000001,K,Co,Mn,1.0
2694,Ca5 Mn4 Co4 C24 N24,Ca5 Mn4 Co4 C24 N24,0.4185173499999999,Ca,Co,Mn,5.0
2695,Ca7 Mn4 Co4 C24 N24,Ca7 Mn4 Co4 C24 N24,0.4185173499999999,Ca,Co,Mn,7.0
2696,,,,,,,
2697,,,,,,,
2698,,,,,,,
2699,,,,,,,
2700,Na8 V4 Co4 C24 N24,Na8 V4 Co4 C24 N24,0.12850119249999992,Na,Co,V,8.0
2701,Mg8 Co8 C24 N24,Mg8 Co8 C24 N24,0.03918191000000015,Mg,Co,Co,8.0
2702,,,,,,,
2703,,,,,,,
2704,,,,,,,
2705,,,,,,,
2706,Mg7 V4 Co4 C24 N24,Mg7 V4 Co4 C24 N24,0.03918191000000015,Mg,Co,V,7.0
2707,Ca3 V4 Zn4 C24 N24,Ca3 V4 Zn4 C24 N24,0.4185173499999999,Ca,Zn,V,3.0
2708,Mg8 V4 Co4 C24 N24,Mg8 V4 Co4 C24 N24,0.03918191000000015,Mg,Co,V,8.0
2709,Na4 Cr4 Ni4 C24 N24,Na4 Cr4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Cr,4.0
2710,Mg4 Mn4 Ni4 C24 N24,Mg4 Mn4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Mn,4.0
2711,Li3 Mn4 Ni4 C24 N24,Li3 Mn4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,Mn,3.0
2712,Mg7 V4 Ni4 C24 N24,Mg7 V4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,V,7.0
2713,Li2 Co4 Ni4 C24 N24,Li2 Co4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,Co,2.0
2714,,,,,,,
2715,K1 Co4 Ni4 C24 N24,K1 Co4 Ni4 C24 N24,0.11553698000000001,K,Ni,Co,1.0
2716,Li3 Co4 Ni4 C24 N24,Li3 Co4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,Co,3.0
2717,Ca4 V4 Ni4 C24 N24,Ca4 V4 Ni4 C24 N24,0.4185173499999999,Ca,Ni,V,4.0
2718,,,,,,,
2719,K6 Fe4 Cu4 C24 N24,K6 Fe4 Cu4 C24 N24,0.11553698000000001,K,Cu,Fe,6.0
2720,,,,,,,
2721,,,,,,,
2722,K3 Cr4 Cu4 C24 N24,K3 Cr4 Cu4 C24 N24,0.11553698000000001,K,Cu,Cr,3.0
2723,Ca4 Co4 Ni4 C24 N24,Ca4 Co4 Ni4 C24 N24,0.3967398739102226,Ca,Ni,Co,4.0
2724,,,,,,,
2725,,,,,,,
2726,,,,,,,
2727,,,,,,,
2728,,,,,,,
2729,Mg7 Fe4 Ni4 C24 N24,Mg7 Fe4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Fe,7.0
2730,,,,,,,
2731,,,,,,,
2732,,,,,,,
2733,,,,,,,
2734,,,,,,,
2735,,,,,,,
2736,,,,,,,
2737,Na3 Co4 Ni4 C24 N24,Na3 Co4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Co,3.0
2738,Li5 Cr4 Ni4 C24 N24,Li5 Cr4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,Cr,5.0
2739,Na1 Fe4 Ni4 C24 N24,Na1 Fe4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Fe,1.0
2740,,,,,,,
2741,,,,,,,
2742,K5 Fe4 Ni4 C24 N24,K5 Fe4 Ni4 C24 N24,0.11553698000000001,K,Ni,Fe,5.0
2743,,,,,,,
2744,,,,,,,
2745,,,,,,,
2746,,,,,,,
2747,Mg1 Co4 Ni4 C24 N24,Mg1 Co4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Co,1.0
2748,Sr3 V4 Ni4 C24 N24,Sr3 V4 Ni4 C24 N24,0.005491380000000046,Sr,Ni,V,3.0
2749,,,,,,,
2750,K1 Co4 Cu4 C24 N24,K1 Co4 Cu4 C24 N24,0.11553698000000001,K,Cu,Co,1.0
2751,,,,,,,
2752,,,,,,,
2753,,,,,,,
2754,,,,,,,
2755,,,,,,,
2756,,,,,,,
2757,,,,,,,
2758,,,,,,,
2759,,,,,,,
2760,,,,,,,
2761,,,,,,,
2762,,,,,,,
2763,,,,,,,
2764,Sr5 Co4 Ni4 C24 N24,Sr5 Co4 Ni4 C24 N24,0.005491380000000046,Sr,Ni,Co,5.0
2765,Sr1 Co4 Cu4 C24 N24,Sr1 Co4 Cu4 C24 N24,0.005491380000000046,Sr,Cu,Co,1.0
2766,,,,,,,
2767,Sr2 V4 Ni4 C24 N24,Sr2 V4 Ni4 C24 N24,0.005491380000000046,Sr,Ni,V,2.0
2768,,,,,,,
2769,,,,,,,
2770,Na1 Ni4 Os4 C24 N24,Na1 Ni4 Os4 C24 N24,0.12850119249999992,Na,Ni,Os,1.0
2771,Li1 Co4 Ni4 C24 N24,Li1 Co4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,Co,1.0
2772,Ca1 Ni4 Os4 C24 N24,Ca1 Ni4 Os4 C24 N24,0.3098493840054992,Ca,Ni,Os,1.0
2773,,,,,,,
2774,,,,,,,
2775,,,,,,,
2776,,,,,,,
2777,,,,,,,
2778,,,,,,,
2779,Sr2 Co4 Cu4 C24 N24,Sr2 Co4 Cu4 C24 N24,0.005491380000000046,Sr,Cu,Co,2.0
2780,,,,,,,
2781,,,,,,,
2782,,,,,,,
2783,,,,,,,
2784,,,,,,,
2785,,,,,,,
2786,Sr3 Co4 Ni4 C24 N24,Sr3 Co4 Ni4 C24 N24,0.005491380000000046,Sr,Ni,Co,3.0
2787,Na6 Ni4 Os4 C24 N24,Na6 Ni4 Os4 C24 N24,0.12850119249999992,Na,Ni,Os,6.0
2788,Mg5 Mn4 Ni4 C24 N24,Mg5 Mn4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Mn,5.0
2789,Mg4 V4 Ni4 C24 N24,Mg4 V4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,V,4.0
2790,,,,,,,
2791,Mg3 Fe4 Cu4 C24 N24,Mg3 Fe4 Cu4 C24 N24,0.03918191000000015,Mg,Cu,Fe,3.0
2792,Mg6 Mn4 Ni4 C24 N24,Mg6 Mn4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Mn,6.0
2793,,,,,,,
2794,,,,,,,
2795,,,,,,,
2796,Ca3 Fe4 Ni4 C24 N24,Ca3 Fe4 Ni4 C24 N24,0.383682524277174,Ca,Ni,Fe,3.0
2797,,,,,,,
2798,Mg2 Ni4 Os4 C24 N24,Mg2 Ni4 Os4 C24 N24,0.03918191000000015,Mg,Ni,Os,2.0
2799,,,,,,,
2800,,,,,,,
2801,Na5 Co4 Ni4 C24 N24,Na5 Co4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Co,5.0
2802,Na4 Mn4 Cu4 C24 N24,Na4 Mn4 Cu4 C24 N24,0.12850119249999992,Na,Cu,Mn,4.0
2803,Li3 Cr4 Cu4 C24 N24,Li3 Cr4 Cu4 C24 N24,0.0028601699999999397,Li,Cu,Cr,3.0
2804,Mg7 Ni4 Os4 C24 N24,Mg7 Ni4 Os4 C24 N24,0.03918191000000015,Mg,Ni,Os,7.0
2805,Na2 Fe4 Cu4 C24 N24,Na2 Fe4 Cu4 C24 N24,0.12850119249999992,Na,Cu,Fe,2.0
2806,,,,,,,
2807,,,,,,,
2808,Mg1 Fe4 Ni4 C24 N24,Mg1 Fe4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Fe,1.0
2809,,,,,,,
2810,Li5 Cu4 Os4 C24 N24,Li5 Cu4 Os4 C24 N24,0.0028601699999999397,Li,Cu,Os,5.0
2811,K2 Fe4 Cu4 C24 N24,K2 Fe4 Cu4 C24 N24,0.11553698000000001,K,Cu,Fe,2.0
2812,Mg6 Cu4 Os4 C24 N24,Mg6 Cu4 Os4 C24 N24,0.03918191000000015,Mg,Cu,Os,6.0
2813,,,,,,,
2814,Na3 Mn4 Ni4 C24 N24,Na3 Mn4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Mn,3.0
2815,Na1 Mn4 Cu4 C24 N24,Na1 Mn4 Cu4 C24 N24,0.12850119249999992,Na,Cu,Mn,1.0
2816,Li4 Ni4 Os4 C24 N24,Li4 Ni4 Os4 C24 N24,0.0028601699999999397,Li,Ni,Os,4.0
2817,,,,,,,
2818,,,,,,,
2819,,,,,,,
2820,Li4 Fe4 Ni4 C24 N24,Li4 Fe4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,Fe,4.0
2821,,,,,,,
2822,,,,,,,
2823,Mg2 Fe4 Ni4 C24 N24,Mg2 Fe4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Fe,2.0
2824,K1 Cr4 Ni4 C24 N24,K1 Cr4 Ni4 C24 N24,0.11553698000000001,K,Ni,Cr,1.0
2825,,,,,,,
2826,Sr3 Fe4 Cu4 C24 N24,Sr3 Fe4 Cu4 C24 N24,0.005491380000000046,Sr,Cu,Fe,3.0
2827,,,,,,,
2828,,,,,,,
2829,Mg1 V4 Ni4 C24 N24,Mg1 V4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,V,1.0
2830,,,,,,,
2831,,,,,,,
2832,Mg1 Co4 Cu4 C24 N24,Mg1 Co4 Cu4 C24 N24,0.03918191000000015,Mg,Cu,Co,1.0
2833,,,,,,,
2834,Li2 Ni4 Os4 C24 N24,Li2 Ni4 Os4 C24 N24,0.0028601699999999397,Li,Ni,Os,2.0
2835,,,,,,,
2836,,,,,,,
2837,,,,,,,
2838,Ca1 Cr4 Ni4 C24 N24,Ca1 Cr4 Ni4 C24 N24,0.4185173499999999,Ca,Ni,Cr,1.0
2839,Na1 V4 Ni4 C24 N24,Na1 V4 Ni4 C24 N24,0.12850119249999992,Na,Ni,V,1.0
2840,,,,,,,
2841,Na6 Cu4 Os4 C24 N24,Na6 Cu4 Os4 C24 N24,0.12850119249999992,Na,Cu,Os,6.0
2842,,,,,,,
2843,K3 Cu4 Os4 C24 N24,K3 Cu4 Os4 C24 N24,0.11553698000000001,K,Cu,Os,3.0
2844,K3 V4 Ni4 C24 N24,K3 V4 Ni4 C24 N24,0.11553698000000001,K,Ni,V,3.0
2845,,,,,,,
2846,Li5 Co4 Ni4 C24 N24,Li5 Co4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,Co,5.0
2847,,,,,,,
2848,,,,,,,
2849,,,,,,,
2850,K6 Co4 Cu4 C24 N24,K6 Co4 Cu4 C24 N24,0.11553698000000001,K,Cu,Co,6.0
2851,,,,,,,
2852,Ca2 Cu4 Os4 C24 N24,Ca2 Cu4 Os4 C24 N24,0.39198042961034485,Ca,Cu,Os,2.0
2853,,,,,,,
2854,,,,,,,
2855,,,,,,,
2856,K2 Ni4 Os4 C24 N24,K2 Ni4 Os4 C24 N24,0.11553698000000001,K,Ni,Os,2.0
2857,,,,,,,
2858,Mg4 Co4 Cu4 C24 N24,Mg4 Co4 Cu4 C24 N24,0.03918191000000015,Mg,Cu,Co,4.0
2859,,,,,,,
2860,Na7 Fe4 Cu4 C24 N24,Na7 Fe4 Cu4 C24 N24,0.12850119249999992,Na,Cu,Fe,7.0
2861,,,,,,,
2862,,,,,,,
2863,,,,,,,
2864,Na7 Cu4 Os4 C24 N24,Na7 Cu4 Os4 C24 N24,0.12850119249999992,Na,Cu,Os,7.0
2865,,,,,,,
2866,,,,,,,
2867,Mg7 Mn4 Ni4 C24 N24,Mg7 Mn4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Mn,7.0
2868,,,,,,,
2869,Na6 Cr4 Cu4 C24 N24,Na6 Cr4 Cu4 C24 N24,0.12850119249999992,Na,Cu,Cr,6.0
2870,K1 Fe4 Ni4 C24 N24,K1 Fe4 Ni4 C24 N24,0.11553698000000001,K,Ni,Fe,1.0
2871,Li5 V4 Ni4 C24 N24,Li5 V4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,V,5.0
2872,,,,,,,
2873,,,,,,,
2874,K4 Fe4 Ni4 C24 N24,K4 Fe4 Ni4 C24 N24,0.11553698000000001,K,Ni,Fe,4.0
2875,,,,,,,
2876,Na4 Cu4 Os4 C24 N24,Na4 Cu4 Os4 C24 N24,0.12850119249999992,Na,Cu,Os,4.0
2877,Li3 Cu4 Os4 C24 N24,Li3 Cu4 Os4 C24 N24,0.0028601699999999397,Li,Cu,Os,3.0
2878,,,,,,,
2879,Mg5 V4 Ni4 C24 N24,Mg5 V4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,V,5.0
2880,,,,,,,
2881,,,,,,,
2882,,,,,,,
2883,,,,,,,
2884,,,,,,,
2885,,,,,,,
2886,Ca4 Fe4 Cu4 C24 N24,Ca4 Fe4 Cu4 C24 N24,0.4185173499999999,Ca,Cu,Fe,4.0
2887,Na5 Mn4 Ni4 C24 N24,Na5 Mn4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Mn,5.0
2888,,,,,,,
2889,Mg4 Cr4 Cu4 C24 N24,Mg4 Cr4 Cu4 C24 N24,0.03918191000000015,Mg,Cu,Cr,4.0
2890,K5 Mn4 Ni4 C24 N24,K5 Mn4 Ni4 C24 N24,0.11553698000000001,K,Ni,Mn,5.0
2891,,,,,,,
2892,,,,,,,
2893,,,,,,,
2894,,,,,,,
2895,,,,,,,
2896,Na4 V4 Ni4 C24 N24,Na4 V4 Ni4 C24 N24,0.12850119249999992,Na,Ni,V,4.0
2897,,,,,,,
2898,,,,,,,
2899,,,,,,,
2900,Li7 Ni4 Os4 C24 N24,Li7 Ni4 Os4 C24 N24,0.0028601699999999397,Li,Ni,Os,7.0
2901,Mg1 Cr4 Ni4 C24 N24,Mg1 Cr4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Cr,1.0
2902,Li3 Fe4 Cu4 C24 N24,Li3 Fe4 Cu4 C24 N24,0.0028601699999999397,Li,Cu,Fe,3.0
2903,,,,,,,
2904,,,,,,,
2905,Mg3 Cr4 Ni4 C24 N24,Mg3 Cr4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Cr,3.0
2906,Ca2 Fe4 Ni4 C24 N24,Ca2 Fe4 Ni4 C24 N24,0.37599418655333317,Ca,Ni,Fe,2.0
2907,K7 Cr4 Ni4 C24 N24,K7 Cr4 Ni4 C24 N24,0.11553698000000001,K,Ni,Cr,7.0
2908,,,,,,,
2909,,,,,,,
2910,,,,,,,
2911,K2 V4 Cu4 C24 N24,K2 V4 Cu4 C24 N24,0.11553698000000001,K,Cu,V,2.0
2912,,,,,,,
2913,,,,,,,
2914,Li2 Fe4 Ni4 C24 N24,Li2 Fe4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,Fe,2.0
2915,Li5 Ni4 Os4 C24 N24,Li5 Ni4 Os4 C24 N24,0.0028601699999999397,Li,Ni,Os,5.0
2916,,,,,,,
2917,Mg3 Co4 Ni4 C24 N24,Mg3 Co4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Co,3.0
2918,,,,,,,
2919,Mg3 Ni4 Os4 C24 N24,Mg3 Ni4 Os4 C24 N24,0.03918191000000015,Mg,Ni,Os,3.0
2920,Sr2 Ni4 Os4 C24 N24,Sr2 Ni4 Os4 C24 N24,0.005491380000000046,Sr,Ni,Os,2.0
2921,,,,,,,
2922,,,,,,,
2923,,,,,,,
2924,,,,,,,
2925,,,,,,,
2926,Li3 Cr4 Ni4 C24 N24,Li3 Cr4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,Cr,3.0
2927,,,,,,,
2928,,,,,,,
2929,,,,,,,
2930,,,,,,,
2931,,,,,,,
2932,,,,,,,
2933,Mg7 Co4 Ni4 C24 N24,Mg7 Co4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Co,7.0
2934,K3 Co4 Ni4 C24 N24,K3 Co4 Ni4 C24 N24,0.11553698000000001,K,Ni,Co,3.0
2935,Na3 Ni4 Os4 C24 N24,Na3 Ni4 Os4 C24 N24,0.12850119249999992,Na,Ni,Os,3.0
2936,,,,,,,
2937,Na7 Co4 Ni4 C24 N24,Na7 Co4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Co,7.0
2938,,,,,,,
2939,,,,,,,
2940,Ca1 Mn4 Ni4 C24 N24,Ca1 Mn4 Ni4 C24 N24,0.39330493557602253,Ca,Ni,Mn,1.0
2941,K1 Cu4 Os4 C24 N24,K1 Cu4 Os4 C24 N24,0.11553698000000001,K,Cu,Os,1.0
2942,,,,,,,
2943,,,,,,,
2944,Na5 Mn4 Cu4 C24 N24,Na5 Mn4 Cu4 C24 N24,0.12850119249999992,Na,Cu,Mn,5.0
2945,,,,,,,
2946,,,,,,,
2947,,,,,,,
2948,,,,,,,
2949,Li5 Mn4 Cu4 C24 N24,Li5 Mn4 Cu4 C24 N24,0.0028601699999999397,Li,Cu,Mn,5.0
2950,,,,,,,
2951,Na2 Mn4 Cu4 C24 N24,Na2 Mn4 Cu4 C24 N24,0.12850119249999992,Na,Cu,Mn,2.0
2952,K7 V4 Ni4 C24 N24,K7 V4 Ni4 C24 N24,0.11553698000000001,K,Ni,V,7.0
2953,Mg5 Fe4 Ni4 C24 N24,Mg5 Fe4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Fe,5.0
2954,Sr1 Co4 Ni4 C24 N24,Sr1 Co4 Ni4 C24 N24,0.005491380000000046,Sr,Ni,Co,1.0
2955,,,,,,,
2956,,,,,,,
2957,Na1 Co4 Ni4 C24 N24,Na1 Co4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Co,1.0
2958,,,,,,,
2959,Na4 Co4 Ni4 C24 N24,Na4 Co4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Co,4.0
2960,Mg1 Mn4 Ni4 C24 N24,Mg1 Mn4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Mn,1.0
2961,,,,,,,
2962,,,,,,,
2963,Sr4 Fe4 Cu4 C24 N24,Sr4 Fe4 Cu4 C24 N24,0.005491380000000046,Sr,Cu,Fe,4.0
2964,K3 Ni4 Os4 C24 N24,K3 Ni4 Os4 C24 N24,0.11553698000000001,K,Ni,Os,3.0
2965,Li1 Mn4 Ni4 C24 N24,Li1 Mn4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,Mn,1.0
2966,,,,,,,
2967,Li5 Co4 Cu4 C24 N24,Li5 Co4 Cu4 C24 N24,0.0028601699999999397,Li,Cu,Co,5.0
2968,,,,,,,
2969,Na5 Cr4 Ni4 C24 N24,Na5 Cr4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Cr,5.0
2970,,,,,,,
2971,,,,,,,
2972,Li7 V4 Ni4 C24 N24,Li7 V4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,V,7.0
2973,Li7 Co4 Ni4 C24 N24,Li7 Co4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,Co,7.0
2974,Na2 Co4 Cu4 C24 N24,Na2 Co4 Cu4 C24 N24,0.12850119249999992,Na,Cu,Co,2.0
2975,,,,,,,
2976,Li5 Cr4 Cu4 C24 N24,Li5 Cr4 Cu4 C24 N24,0.0028601699999999397,Li,Cu,Cr,5.0
2977,,,,,,,
2978,Na5 Ni4 Os4 C24 N24,Na5 Ni4 Os4 C24 N24,0.12850119249999992,Na,Ni,Os,5.0
2979,,,,,,,
2980,,,,,,,
2981,Na3 Fe4 Ni4 C24 N24,Na3 Fe4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Fe,3.0
2982,,,,,,,
2983,,,,,,,
2984,,,,,,,
2985,,,,,,,
2986,Mg3 Mn4 Ni4 C24 N24,Mg3 Mn4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Mn,3.0
2987,,,,,,,
2988,Na1 Co4 Cu4 C24 N24,Na1 Co4 Cu4 C24 N24,0.12850119249999992,Na,Cu,Co,1.0
2989,K5 Cr4 Cu4 C24 N24,K5 Cr4 Cu4 C24 N24,0.11553698000000001,K,Cu,Cr,5.0
2990,,,,,,,
2991,,,,,,,
2992,,,,,,,
2993,,,,,,,
2994,Na6 Cr4 Ni4 C24 N24,Na6 Cr4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Cr,6.0
2995,,,,,,,
2996,,,,,,,
2997,,,,,,,
2998,Na5 V4 Ni4 C24 N24,Na5 V4 Ni4 C24 N24,0.12850119249999992,Na,Ni,V,5.0
2999,,,,,,,
3000,,,,,,,
3001,,,,,,,
3002,Na5 Cr4 Cu4 C24 N24,Na5 Cr4 Cu4 C24 N24,0.12850119249999992,Na,Cu,Cr,5.0
3003,Li3 Mn4 Cu4 C24 N24,Li3 Mn4 Cu4 C24 N24,0.0028601699999999397,Li,Cu,Mn,3.0
3004,,,,,,,
3005,K4 Ni4 Os4 C24 N24,K4 Ni4 Os4 C24 N24,0.11553698000000001,K,Ni,Os,4.0
3006,,,,,,,
3007,,,,,,,
3008,,,,,,,
3009,,,,,,,
3010,Sr3 Cr4 Cu4 C24 N24,Sr3 Cr4 Cu4 C24 N24,0.005491380000000046,Sr,Cu,Cr,3.0
3011,,,,,,,
3012,,,,,,,
3013,Li5 Fe4 Ni4 C24 N24,Li5 Fe4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,Fe,5.0
3014,Mg5 Co4 Ni4 C24 N24,Mg5 Co4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Co,5.0
3015,Mg1 Ni4 Os4 C24 N24,Mg1 Ni4 Os4 C24 N24,0.03918191000000015,Mg,Ni,Os,1.0
3016,Li3 Co4 Cu4 C24 N24,Li3 Co4 Cu4 C24 N24,0.0028601699999999397,Li,Cu,Co,3.0
3017,,,,,,,
3018,,,,,,,
3019,,,,,,,
3020,,,,,,,
3021,,,,,,,
3022,,,,,,,
3023,Na3 Cr4 Cu4 C24 N24,Na3 Cr4 Cu4 C24 N24,0.12850119249999992,Na,Cu,Cr,3.0
3024,Ca5 Cr4 Ni4 C24 N24,Ca5 Cr4 Ni4 C24 N24,0.4185173499999999,Ca,Ni,Cr,5.0
3025,,,,,,,
3026,,,,,,,
3027,,,,,,,
3028,,,,,,,
3029,,,,,,,
3030,K7 Fe4 Ni4 C24 N24,K7 Fe4 Ni4 C24 N24,0.11553698000000001,K,Ni,Fe,7.0
3031,,,,,,,
3032,Mg3 V4 Cu4 C24 N24,Mg3 V4 Cu4 C24 N24,0.03918191000000015,Mg,Cu,V,3.0
3033,,,,,,,
3034,,,,,,,
3035,,,,,,,
3036,Na7 Fe4 Ni4 C24 N24,Na7 Fe4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Fe,7.0
3037,,,,,,,
3038,,,,,,,
3039,Sr3 Fe4 Ni4 C24 N24,Sr3 Fe4 Ni4 C24 N24,0.005491380000000046,Sr,Ni,Fe,3.0
3040,Sr3 Co4 Cu4 C24 N24,Sr3 Co4 Cu4 C24 N24,0.005491380000000046,Sr,Cu,Co,3.0
3041,,,,,,,
3042,Mg2 V4 Ni4 C24 N24,Mg2 V4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,V,2.0
3043,Na2 Cu4 Os4 C24 N24,Na2 Cu4 Os4 C24 N24,0.12850119249999992,Na,Cu,Os,2.0
3044,,,,,,,
3045,,,,,,,
3046,Ca5 Co4 Ni4 C24 N24,Ca5 Co4 Ni4 C24 N24,0.4185173499999999,Ca,Ni,Co,5.0
3047,,,,,,,
3048,,,,,,,
3049,,,,,,,
3050,K2 Mn4 Cu4 C24 N24,K2 Mn4 Cu4 C24 N24,0.11553698000000001,K,Cu,Mn,2.0
3051,K4 Mn4 Cu4 C24 N24,K4 Mn4 Cu4 C24 N24,0.11553698000000001,K,Cu,Mn,4.0
3052,,,,,,,
3053,Li3 V4 Ni4 C24 N24,Li3 V4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,V,3.0
3054,,,,,,,
